品名：大白菜,最低价：0.7,最高价：0.9,平均价：0.8,产地：冀,单位：斤,发布时间：2022-05-01 00:00:00
品名：红香酥梨,最低价：2.8,最高价：3.2,平均价：3.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：红啤梨,最低价：5.0,最高价：6.0,平均价：5.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：耙耙柑,最低价：4.0,最高价：8.0,平均价：6.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鄂、湘、川脐橙,最低价：3.5,最高价：5.0,平均价：4.25,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：伦晚脐橙,最低价：2.8,最高价：5.3,平均价：4.05,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：沃柑,最低价：4.0,最高价：6.0,平均价：5.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：芦柑,最低价：1.2,最高价：2.5,平均价：1.85,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：金桔,最低价：4.0,最高价：8.0,平均价：6.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：油桃,最低价：4.5,最高价：13.0,平均价：8.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：蟠桃,最低价：10.0,最高价：14.0,平均价：12.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：黄油桃,最低价：9.0,最高价：12.0,平均价：10.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：春雪,最低价：9.0,最高价：13.0,平均价：11.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：猕猴桃,最低价：5.5,最高价：6.5,平均价：6.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：猕猴桃,最低价：4.5,最高价：5.5,平均价：5.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：李子,最低价：9.0,最高价：12.0,平均价：10.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：金太阳,最低价：10.0,最高价：15.0,平均价：12.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：香水菠萝,最低价：3.5,最高价：4.0,平均价：3.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：圣女果,最低价：5.5,最高价：6.5,平均价：6.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：百香果,最低价：15.0,最高价：16.0,平均价：15.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：桑葚,最低价：6.0,最高价：8.0,平均价：7.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：黑枣,最低价：6.0,最高价：12.0,平均价：9.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：白草莓,最低价：10.0,最高价：25.0,平均价：17.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：九九草莓,最低价：10.0,最高价：14.0,平均价：12.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：甜宝草莓,最低价：4.0,最高价：8.0,平均价：6.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：蓝莓,最低价：35.0,最高价：60.0,平均价：47.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：火龙果,最低价：5.0,最高价：9.0,平均价：7.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：火龙果,最低价：4.0,最高价：5.5,平均价：4.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：板栗,最低价：2.6,最高价：3.5,平均价：3.05,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：油栗,最低价：6.0,最高价：10.0,平均价：8.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：木瓜,最低价：4.0,最高价：5.0,平均价：4.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：柿饼,最低价：6.0,最高价：12.0,平均价：9.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：柠檬,最低价：4.5,最高价：5.0,平均价：4.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：山楂,最低价：3.5,最高价：6.0,平均价：4.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：姑娘果（灯笼果）,最低价：8.0,最高价：25.0,平均价：16.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸭梨,最低价：3.3,最高价：3.7,平均价：3.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：雪花梨,最低价：2.5,最高价：3.0,平均价：2.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：无籽小号-大号,最低价：2.8,最高价：3.0,平均价：2.9,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：麒麟、甜蜜蜜,最低价：3.8,最高价：5.0,平均价：4.4,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：黑美人,最低价：3.3,最高价：3.5,平均价：3.4,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：甜王,最低价：2.2,最高价：2.8,平均价：2.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：特小凤,最低价：3.0,最高价：3.5,平均价：3.25,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：L600吊秧瓜,最低价：3.6,最高价：5.0,平均价：4.3,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：国产香蕉,最低价：3.6,最高价：4.4,平均价：4.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：南美、菲律宾香蕉,最低价：3.8,最高价：4.6,平均价：4.2,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：泰国香蕉,最低价：8.4,最高价：8.6,平均价：8.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：晓蜜25号,最低价：3.0,最高价：3.5,平均价：3.25,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：久红瑞,最低价：4.5,最高价：5.2,平均价：4.85,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：羊角蜜,最低价：4.5,最高价：6.0,平均价：5.25,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：北海一号,最低价：4.5,最高价：5.0,平均价：4.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：景甜甜瓜,最低价：4.0,最高价：4.5,平均价：4.25,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：花蕾甜瓜,最低价：5.0,最高价：6.0,平均价：5.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：绿宝甜瓜,最低价：5.0,最高价：6.0,平均价：5.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：博阳,最低价：5.0,最高价：6.0,平均价：5.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：富士,最低价：2.4,最高价：3.6,平均价：3.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：富士,最低价：4.0,最高价：5.5,平均价：4.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：富士,最低价：2.2,最高价：3.5,平均价：2.85,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：豇豆,最低价：3.0,最高价：5.5,平均价：4.25,产地：桂琼鲁,单位：斤,发布时间：2022-05-01 00:00:00
品名：白不老,最低价：3.2,最高价：4.3,平均价：3.75,产地：云,单位：斤,发布时间：2022-05-01 00:00:00
品名：油豆,最低价：3.5,最高价：5.0,平均价：4.25,产地：云,单位：斤,发布时间：2022-05-01 00:00:00
品名：毛豆,最低价：4.0,最高价：4.8,平均价：4.4,产地：琼粤云,单位：斤,发布时间：2022-05-01 00:00:00
品名：玉米,最低价：2.3,最高价：2.5,平均价：2.4,产地：琼粤,单位：斤,发布时间：2022-05-01 00:00:00
品名：花生,最低价：5.5,最高价：6.2,平均价：5.85,产地：苏琼,单位：斤,发布时间：2022-05-01 00:00:00
品名：苦瓜,最低价：3.0,最高价：3.5,平均价：3.25,产地：冀鲁,单位：斤,发布时间：2022-05-01 00:00:00
品名：丝瓜,最低价：2.5,最高价：4.5,平均价：3.5,产地：冀鲁,单位：斤,发布时间：2022-05-01 00:00:00
品名：淘汰鸡,最低价：10.5,最高价：11.0,平均价：10.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：淘汰鸡,最低价：9.8,最高价：10.0,平均价：9.9,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：仔鸡,最低价：8.0,最高价：8.0,平均价：8.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：肉鸡,最低价：7.5,最高价：7.5,平均价：7.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡胸,最低价：7.5,最高价：7.5,平均价：7.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡翅,最低价：11.0,最高价：11.0,平均价：11.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡翅尖,最低价：7.5,最高价：7.5,平均价：7.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡翅中,最低价：24.0,最高价：24.0,平均价：24.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡翅根,最低价：8.8,最高价：9.0,平均价：8.9,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡边腿,最低价：7.0,最高价：7.0,平均价：7.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡排腿,最低价：7.5,最高价：8.0,平均价：7.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡琵琶腿,最低价：8.0,最高价：8.0,平均价：8.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡胗,最低价：13.0,最高价：18.0,平均价：15.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡爪,最低价：20.5,最高价：21.0,平均价：20.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡心,最低价：6.3,最高价：6.5,平均价：6.4,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡肝,最低价：3.0,最高价：3.0,平均价：3.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡脖子,最低价：5.5,最高价：5.5,平均价：5.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡头,最低价：3.0,最高价：3.0,平均价：3.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸡架子,最低价：3.0,最高价：3.0,平均价：3.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：白条乌鸡,最低价：12.0,最高价：12.0,平均价：12.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：西葫芦,最低价：1.2,最高价：1.8,平均价：1.5,产地：鲁,单位：斤,发布时间：2022-05-01 00:00:00
品名：佛手瓜,最低价：3.8,最高价：4.2,平均价：4.0,产地：琼,单位：斤,发布时间：2022-05-01 00:00:00
品名：贝贝南瓜,最低价：2.5,最高价：5.5,平均价：4.0,产地：琼桂鲁,单位：斤,发布时间：2022-05-01 00:00:00
品名：金丝南瓜,最低价：2.0,最高价：2.2,平均价：2.1,产地：琼粤桂,单位：斤,发布时间：2022-05-01 00:00:00
品名：板栗南瓜,最低价：4.3,最高价：4.5,平均价：4.4,产地：琼月,单位：斤,发布时间：2022-05-01 00:00:00
品名：南北瓜,最低价：2.5,最高价：2.6,平均价：2.55,产地：琼冀,单位：斤,发布时间：2022-05-01 00:00:00
品名：尖椒,最低价：2.4,最高价：3.5,平均价：2.95,产地：辽鲁蒙,单位：斤,发布时间：2022-05-01 00:00:00
品名：红尖椒,最低价：6.0,最高价：7.0,平均价：6.5,产地：鲁,单位：斤,发布时间：2022-05-01 00:00:00
品名：美人椒,最低价：10.0,最高价：11.0,平均价：10.5,产地：鲁云,单位：斤,发布时间：2022-05-01 00:00:00
品名：螺丝椒,最低价：4.0,最高价：5.0,平均价：4.5,产地：琼鲁蒙,单位：斤,发布时间：2022-05-01 00:00:00
品名：柿子椒,最低价：2.2,最高价：2.8,平均价：2.5,产地：鲁冀蒙,单位：斤,发布时间：2022-05-01 00:00:00
品名：线椒,最低价：3.5,最高价：5.0,平均价：4.25,产地：鲁冀粤,单位：斤,发布时间：2022-05-01 00:00:00
品名：鲫鱼,最低价：11.5,最高价：11.5,平均价：11.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鲫鱼,最低价：12.0,最高价：12.0,平均价：12.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：胖头鱼,最低价：12.0,最高价：12.0,平均价：12.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：胖头鱼,最低价：11.5,最高价：11.5,平均价：11.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：武昌鱼,最低价：11.0,最高价：11.0,平均价：11.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鲢鱼,最低价：4.5,最高价：5.5,平均价：5.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鲢鱼,最低价：4.0,最高价：4.0,平均价：4.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鲶鱼,最低价：4.5,最高价：4.5,平均价：4.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：松花鱼,最低价：12.0,最高价：12.0,平均价：12.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：黑鱼,最低价：11.0,最高价：13.0,平均价：12.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：黑鱼,最低价：14.0,最高价：15.0,平均价：14.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：黄鳝,最低价：32.0,最高价：32.0,平均价：32.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：黄鳝,最低价：35.0,最高价：35.0,平均价：35.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：罗非鱼,最低价：10.0,最高价：11.0,平均价：10.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：虹鳟鱼,最低价：23.0,最高价：23.0,平均价：23.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鲟鱼,最低价：15.0,最高价：15.0,平均价：15.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：青鱼,最低价：12.0,最高价：13.0,平均价：12.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：桂鱼,最低价：38.0,最高价：40.0,平均价：39.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：嘎鱼,最低价：18.0,最高价：18.0,平均价：18.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：嘎鱼,最低价：20.0,最高价：20.0,平均价：20.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：散菜花,最低价：1.5,最高价：3.2,平均价：2.35,产地：苏陕豫,单位：斤,发布时间：2022-05-01 00:00:00
品名：绿菜花,最低价：2.3,最高价：3.2,平均价：2.75,产地：云闽豫鲁,单位：斤,发布时间：2022-05-01 00:00:00
品名：绿豆芽,最低价：0.95,最高价：1.0,平均价：0.98,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：黄豆芽,最低价：0.85,最高价：0.9,平均价：0.88,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：番茄,最低价：1.8,最高价：2.8,平均价：2.3,产地：蒙冀辽,单位：斤,发布时间：2022-05-01 00:00:00
品名：番茄,最低价：2.8,最高价：3.0,平均价：2.9,产地：甘蒙,单位：斤,发布时间：2022-05-01 00:00:00
品名：番茄,最低价：3.4,最高价：3.7,平均价：3.55,产地：蒙,单位：斤,发布时间：2022-05-01 00:00:00
品名：黄瓜,最低价：1.0,最高价：1.4,平均价：1.2,产地：鲁辽,单位：斤,发布时间：2022-05-01 00:00:00
品名：黄瓜,最低价：1.6,最高价：2.3,平均价：1.95,产地：冀,单位：斤,发布时间：2022-05-01 00:00:00
品名：小黄瓜,最低价：2.6,最高价：3.8,平均价：3.2,产地：辽鲁,单位：斤,发布时间：2022-05-01 00:00:00
品名：茄子,最低价：1.8,最高价：2.6,平均价：2.2,产地：蒙云鲁冀,单位：斤,发布时间：2022-05-01 00:00:00
品名：长茄,最低价：1.0,最高价：1.8,平均价：1.4,产地：冀辽,单位：斤,发布时间：2022-05-01 00:00:00
品名：广茄,最低价：2.6,最高价：3.8,平均价：3.2,产地：云粤,单位：斤,发布时间：2022-05-01 00:00:00
品名：线茄,最低价：1.5,最高价：3.8,平均价：2.65,产地：冀云,单位：斤,发布时间：2022-05-01 00:00:00
品名：冬瓜,最低价：2.0,最高价：2.1,平均价：2.05,产地：琼,单位：斤,发布时间：2022-05-01 00:00:00
品名：冬瓜,最低价：1.0,最高价：1.1,平均价：1.05,产地：桂,单位：斤,发布时间：2022-05-01 00:00:00
品名：毛冬瓜,最低价：2.5,最高价：2.8,平均价：2.65,产地：冀,单位：斤,发布时间：2022-05-01 00:00:00
品名：架豆,最低价：4.0,最高价：4.3,平均价：4.15,产地：闽云鲁,单位：斤,发布时间：2022-05-01 00:00:00
品名：豆王,最低价：5.5,最高价：6.5,平均价：6.0,产地：云鲁,单位：斤,发布时间：2022-05-01 00:00:00
品名：扁豆,最低价：2.5,最高价：4.5,平均价：3.5,产地：云鲁,单位：斤,发布时间：2022-05-01 00:00:00
品名：黑爪公鸡,最低价：15.0,最高价：15.0,平均价：15.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：白条湖鸭,最低价：7.0,最高价：7.0,平均价：7.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸭腿,最低价：7.0,最高价：7.0,平均价：7.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：箱鸡蛋,最低价：238.0,最高价：255.0,平均价：246.5,产地：,单位：箱,发布时间：2022-05-01 00:00:00
品名：箱鸡蛋,最低价：5.41,最高价：5.8,平均价：5.61,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：散鸡蛋,最低价：5.9,最高价：5.9,平均价：5.9,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：生鸭蛋,最低价：7.0,最高价：7.5,平均价：7.25,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：熟鸭蛋,最低价：7.6,最高价：9.0,平均价：8.3,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：松花蛋,最低价：6.8,最高价：9.0,平均价：7.9,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鹅蛋,最低价：12.0,最高价：13.0,平均价：12.5,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鹌鹑蛋,最低价：7.5,最高价：8.0,平均价：7.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：柴鸡蛋,最低价：6.02,最高价：9.0,平均价：7.51,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：乌鸡蛋,最低价：7.8,最高价：8.5,平均价：8.15,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鸵鸟蛋,最低价：90.0,最高价：100.0,平均价：95.0,产地：,单位：个,发布时间：2022-05-01 00:00:00
品名：鸽子蛋,最低价：2.8,最高价：2.8,平均价：2.8,产地：,单位：个,发布时间：2022-05-01 00:00:00
品名：鲤鱼,最低价：7.0,最高价：7.5,平均价：7.25,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鲤鱼,最低价：7.0,最高价：7.5,平均价：7.25,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：草鱼,最低价：8.5,最高价：9.0,平均价：8.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：草鱼,最低价：8.5,最高价：9.0,平均价：8.75,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：鲫鱼,最低价：11.0,最高价：11.0,平均价：11.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：淡水鲈鱼,最低价：21.0,最高价：21.0,平均价：21.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：泥鳅,最低价：12.0,最高价：16.0,平均价：14.0,产地：,单位：斤,发布时间：2022-05-01 00:00:00
品名：清江鱼,最低价：15.8,最高价：16.5,平均价：16.15,产地：,单位：斤,发布时间：2022-05-01 00:00:00
